refArea,Existence of educational resources - exists,Type and size of educational resources - vocational institute,Observation URI,references,publisher,Existence of educational resources - does not exist,Nb of universities by type - Lebanese University branches,Public school coverage index (number of schools per citizen),Type and size of educational resources - public schools,Type and size of educational resources - universities,Town,Nb of universities by type - Private universities,dataset,Type and size of educational resources - private schools
https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qalhat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qalhat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qannebet+Salima,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qannebet Salima,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qantara,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qantara,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qantarat Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qanya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2100,1,0,Qanya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Bint_Jbeil_District,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qaouzah,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,1,66,3,2,Qaouzah,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4
http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qaraaoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4825,2,0,Qaraaoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qarah+Bach,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qarah Bach,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qardaf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qardaf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qarha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1200,1,0,Qarha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qarha+Baalbek,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qarha Baalbek,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qarhaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qarhaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qarsaita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2310,3,0,Qarsaita,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qartaba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,13000,1,0,Qartaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Hermel_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qaser,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4666,3,0,Qaser,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qatrani,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qatrani,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qattineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,950,1,0,Qattineh-Miniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qaynour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qaynour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qaytouleh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qaytouleh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1000,5,0,Qbaiyat Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qelaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Qelaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qennabet+Broummana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qennabet Broummana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qennarit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,12000,1,0,Qennarit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qild+Es+Sabea,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qild Es Sabea,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qlaiaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,6550,1,0,Qlaiaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qlaileh+Harfoush,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qlaileh Harfoush,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qlaileh+Sour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4250,2,0,Qlaileh Sour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,8000,1,0,Qleiaat Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qleiaat Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qloud El-Baqieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qmatiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,1,0,Qmatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qnat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qnat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qobbayaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2055,1,0,Qobbayaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3
http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qornayel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3500,2,0,Qornayel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,2,0,Qornet Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qornet+El-Hamra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qornet El-Hamra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qortada,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qortada,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qoubber Chamra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qounaitra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qounaitra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qoussaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qoussaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qraine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qraine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qraiyat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qraiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1300,1,0,Qraiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qraiyet+Jlayse,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qraiyet Jlayse,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qraiyet+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5330,1,0,Qraiyet Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qsaibet+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Qsaibet En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qsarnaba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Qsarnaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Raachine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Raachine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Raait,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Raait,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rabb+Et-Tlatine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rabb Et-Tlatine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rabieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Rabieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rachaaine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2250,2,0,Rachaaine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rachaf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rachaf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rachaiya+El-Foukhar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rachaiya El-Foukhar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rachaya+El+Wadi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,2,4150,2,2,Rachaya El Wadi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
https://dbpedia.org/page/Beqaa_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rafid+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,3,0,Rafid Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3766,3,0,Rahbeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ram,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ram,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ramlieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Ramlieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ramyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,950,1,0,Ramyet Bent Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ras+Baalbek+Ech-Charqi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ras Baalbek Ech-Charqi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ras+El+Matn,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Ras El Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ras+El-Href,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ras El-Href,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ras+Kifa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ras Kifa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,1,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ras+Masqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,1,8500,2,4,Ras Masqa,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,5
http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rasha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rasha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rashana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rashana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rawda+Bekaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rawda Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rawda+Village,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rawda Village,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1800,2,0,Rayfoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3
https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rechdibbine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rechdibbine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Richmaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,500,1,0,Richmaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rihan+Jezzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Rihan Jezzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rihana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rihana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1800,1,0,Rihaniyet Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rihaniyet+Minie,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rihaniyet Minie,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rijmeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rijmeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rimat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rimat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rimhala,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rimhala,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rmadiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Rmadiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rmaich,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Rmaich,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
