refArea,Existence of educational resources - exists,Type and size of educational resources - vocational institute,Observation URI,references,publisher,Existence of educational resources - does not exist,Nb of universities by type - Lebanese University branches,Public school coverage index (number of schools per citizen),Type and size of educational resources - public schools,Type and size of educational resources - universities,Town,Nb of universities by type - Private universities,dataset,Type and size of educational resources - private schools
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-+Bireh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0, Bireh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-A%27ain+El-Mir+%28El+Establ%29,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,A'ain El-Mir (El Establ),0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-AAridet+Cheikh+Zennad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2250,1,0,AAridet Cheikh Zennad,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aaba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabadiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4000,2,0,Aabadiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabaydat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aabaydat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aabba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,1,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabbesiyyi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,21500,2,1,Aabbesiyyi,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,14
http://dbpedia.org/resource/Bsharri_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabdine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aabdine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabra+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,15000,1,0,Aabra Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3
http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aabrine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aabrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aachach,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aachach,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aachqout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aachqout,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aadaysseh+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aadaysseh Marjaayoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aadchit+Ech-Chqif,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aadchit Ech-Chqif,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aadchit+El-Qoussair,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aadchit El-Qoussair,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aadloun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aadloun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aadoussiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1790,1,0,Aadoussiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aafsdiq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aafsdiq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Aanoub,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,2,0,Aain Aanoub,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Aarab+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,700,1,0,Aain Aarab Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Aata,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2170,1,0,Aain Aata,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Dara,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aain Dara,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Drafil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,1,4260,1,1,Aain Drafil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ed-Delb,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,1,0,Aain Ed-Delb,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ed-Delbe,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Ed-Delbe,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ej-Jdideh+Aaley,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Ej-Jdideh Aaley,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+El+Saydeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain El Saydeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+El-Ghouaybeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain El-Ghouaybeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+El-Kharroubeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aain El-Kharroubeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+El-Qabu,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain El-Qabu,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Er-Rihane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aain Er-Rihane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Er-Roummaneh+Aaley,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Er-Roummaneh Aaley,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Es-Sindiane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,2,0,Aain Es-Sindiane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Et-Teffaha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Et-Teffaha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Et-Tineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Et-Tineh-Miniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ez-Zeit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3500,1,0,Aain Ez-Zeit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ez-Zeitouneh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Ez-Zeitouneh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Fraidis,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Fraidis,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Harsha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Harsha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ibl,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Ibl,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Jarfa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Jarfa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Jrain,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Jrain,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Kfaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Kfaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Kfar+Zabad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5000,1,0,Aain Kfar Zabad,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ksour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Ksour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Mouaffaq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Mouaffaq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ouzain,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,1,2140,1,1,Aain Ouzain,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Qana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aain Qana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Qania,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Qania,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Qinia,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Aain Qinia,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Saadeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aain Saadeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Tinta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,566,3,0,Aain Tinta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,6
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Traz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Traz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Yaaqoub,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3150,1,0,Aain Yaaqoub,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Zebdeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1500,2,0,Aain Zebdeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Zhalta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain Zhalta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+challal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aain challal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aainbal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aainbal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aaita+Ej-Jabal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1000,1,0,Aaita Ej-Jabal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aaiyat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,6800,1,0,Aaiyat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aajaltoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aajaltoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aakkar+El-Aatiqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4400,5,0,Aakkar El-Aatiqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,7
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aaley,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aaley,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aaley+Bsatine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Aaley Bsatine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aali+En-Nahri,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aali En-Nahri,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aalma,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aalma,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aalma+Ech-Chaab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,375,2,0,Aalma Ech-Chaab,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aalman,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aalman,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aalmane+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aalmane Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aamaret+El-Baykat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Aamaret El-Baykat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aamayer,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1500,5,0,Aamayer,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aamchit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aamchit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aammatour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4300,1,0,Aammatour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aammiq+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aammiq Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aandqet,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aandqet,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aanjar+%28Haouch+Moussa%29,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Aanjar (Haouch Moussa),0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aanout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aanout,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aanqoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Aanqoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
